,content,title,authors,last_modified_by,created_date,modified_date,location,category,summary
435,"student,greenway,imaginative,structure,new,visual,literary,understand,interpret,event,maroubra,public,school,francis,classroom,informative,print,medium,english,koutcomesa,enccontentstudents,respond,nsw,governor,lachlan,macquarie,developed,idea,experiment,student structure,structure new,new visual,visual literary,literary understand,understand interpret,interpret event,event maroubra,maroubra public,public school,school francis,francis greenway,greenway classroom,classroom student,student imaginative,imaginative informative,informative imaginative,imaginative print,print medium,medium english,english koutcomesa,koutcomesa student,student enccontentstudents,enccontentstudents respond,respond nsw,nsw governor,governor lachlan,lachlan macquarie,macquarie greenway,greenway developed,developed idea,idea experiment",www.sl.nsw.gov.au_file_182306_download_token=y9ddtutc.docx,Kate Collins,Susan Brawn,2020-07-13 05:15:00,2020-07-13 05:15:00,D:\Classification\StructureMe\StructureMe-master\Data\Unclassified\www.sl.nsw.gov.au_file_182306_download_token=y9ddtutc.docx,Unclassified,"{'text_contents': {'tags': ['texts students', 'text structures', 'texts', 'new texts', 'visual texts', 'literary texts', 'texts understand', 'texts interpret events', 'maroubra public school', 'francis greenway', 'classroom', 'students', 'imaginative and informative texts', 'an imaginative text', 'print or media texts', 'english k-10outcomesa student', 'texts en3-7ccontentstudents', 'the text respond', 'nsw governor lachlan macquarie', 'greenway', 'developed ideas experiment']}}"
436,"geographical,activity,classroom,space,different,question,student,place,data,classroom geographical,activity geographical,thereinterpretwhat,informationpose,information,various,informationrepresent,informationpresent,finding,tool,purposescontenthow,activitieskey,inquiry,free,government,printing,thereinterpretwhat activity,activity classroom,geographical informationpose,informationpose geographical,geographical question,question space,space student,student different,different classroom,classroom place,place activity,geographical information,information various,various activity,geographical data,data geographical,geographical informationrepresent,informationrepresent data,data classroom,geographical informationpresent,informationpresent finding,finding geographical,geographical tool,tool different,different purposescontenthow,purposescontenthow place,place space,space different,different activitieskey,activitieskey inquiry,inquiry question,question free,free space,space government,government printing,printing student",www.sl.nsw.gov.au_file_52091_download_token=ck5fuy-7.docx,State Library of NSW,Alexander Staats,2015-11-09 23:41:00,2019-08-21 03:56:00,D:\Classification\StructureMe\StructureMe-master\Data\Unclassified\www.sl.nsw.gov.au_file_52091_download_token=ck5fuy-7.docx,Unclassified,"{'text_contents': {'tags': ['there?interpretwhat other activities', 'other classrooms', 'geographical informationpose geographical questions', 'other spaces', 'other students', 'different classrooms', 'other places', 'activities', 'geographical information', 'various activities', 'geographical data', 'geographical informationrepresent data', 'classrooms', 'geographical informationpresent findings', 'geographical tools', 'different purposes?contenthow places', 'spaces', 'different activitieskey inquiry questions', 'free space', 'government printing', 'students']}}"
437,"geographical,activity,classroom,space,different,question,student,place,data,classroom geographical,activity geographical,thereinterpretwhat,informationpose,information,various,informationrepresent,informationpresent,finding,tool,purposescontenthow,activitieskey,inquiry,free,government,printing,thereinterpretwhat activity,activity classroom,geographical informationpose,informationpose geographical,geographical question,question space,space student,student different,different classroom,classroom place,place activity,geographical information,information various,various activity,geographical data,data geographical,geographical informationrepresent,informationrepresent data,data classroom,geographical informationpresent,informationpresent finding,finding geographical,geographical tool,tool different,different purposescontenthow,purposescontenthow place,place space,space different,different activitieskey,activitieskey inquiry,inquiry question,question free,free space,space government,government printing,printing student",www.svhm.org.au_articledocuments_722_bwcpm-referral-guidelines-and-referral-form.docx.aspx.doc,Unknown,Unknown,Wed Jan 13 22:48:51 2021,Thu Jan 14 09:38:05 2021,D:\Classification\StructureMe\StructureMe-master\Data\Unclassified\www.svhm.org.au_articledocuments_722_bwcpm-referral-guidelines-and-referral-form.docx.aspx.doc,Unclassified,"{'text_contents': {'tags': ['there?interpretwhat other activities', 'other classrooms', 'geographical informationpose geographical questions', 'other spaces', 'other students', 'different classrooms', 'other places', 'activities', 'geographical information', 'various activities', 'geographical data', 'geographical informationrepresent data', 'classrooms', 'geographical informationpresent findings', 'geographical tools', 'different purposes?contenthow places', 'spaces', 'different activitieskey inquiry questions', 'free space', 'government printing', 'students']}}"
438,"geographical,activity,classroom,space,different,question,student,place,data,classroom geographical,activity geographical,thereinterpretwhat,informationpose,information,various,informationrepresent,informationpresent,finding,tool,purposescontenthow,activitieskey,inquiry,free,government,printing,thereinterpretwhat activity,activity classroom,geographical informationpose,informationpose geographical,geographical question,question space,space student,student different,different classroom,classroom place,place activity,geographical information,information various,various activity,geographical data,data geographical,geographical informationrepresent,informationrepresent data,data classroom,geographical informationpresent,informationpresent finding,finding geographical,geographical tool,tool different,different purposescontenthow,purposescontenthow place,place space,space different,different activitieskey,activitieskey inquiry,inquiry question,question free,free space,space government,government printing,printing student",www.svhm.org.au_articledocuments_722_primary-care-consultation-request-hepatitis-c-treatment.docx.aspx.doc,Unknown,Unknown,Wed Jan 13 22:48:51 2021,Thu Jan 14 09:38:05 2021,D:\Classification\StructureMe\StructureMe-master\Data\Unclassified\www.svhm.org.au_articledocuments_722_primary-care-consultation-request-hepatitis-c-treatment.docx.aspx.doc,Unclassified,"{'text_contents': {'tags': ['there?interpretwhat other activities', 'other classrooms', 'geographical informationpose geographical questions', 'other spaces', 'other students', 'different classrooms', 'other places', 'activities', 'geographical information', 'various activities', 'geographical data', 'geographical informationrepresent data', 'classrooms', 'geographical informationpresent findings', 'geographical tools', 'different purposes?contenthow places', 'spaces', 'different activitieskey inquiry questions', 'free space', 'government printing', 'students']}}"
439,"geographical,activity,classroom,space,different,question,student,place,data,classroom geographical,activity geographical,thereinterpretwhat,informationpose,information,various,informationrepresent,informationpresent,finding,tool,purposescontenthow,activitieskey,inquiry,free,government,printing,thereinterpretwhat activity,activity classroom,geographical informationpose,informationpose geographical,geographical question,question space,space student,student different,different classroom,classroom place,place activity,geographical information,information various,various activity,geographical data,data geographical,geographical informationrepresent,informationrepresent data,data classroom,geographical informationpresent,informationpresent finding,finding geographical,geographical tool,tool different,different purposescontenthow,purposescontenthow place,place space,space different,different activitieskey,activitieskey inquiry,inquiry question,question free,free space,space government,government printing,printing student",www.svhm.org.au_articledocuments_722_sub-acute_admission_referral_form.docx.aspx.doc,Unknown,Unknown,Wed Jan 13 22:48:51 2021,Thu Jan 14 09:38:05 2021,D:\Classification\StructureMe\StructureMe-master\Data\Unclassified\www.svhm.org.au_articledocuments_722_sub-acute_admission_referral_form.docx.aspx.doc,Unclassified,"{'text_contents': {'tags': ['there?interpretwhat other activities', 'other classrooms', 'geographical informationpose geographical questions', 'other spaces', 'other students', 'different classrooms', 'other places', 'activities', 'geographical information', 'various activities', 'geographical data', 'geographical informationrepresent data', 'classrooms', 'geographical informationpresent findings', 'geographical tools', 'different purposes?contenthow places', 'spaces', 'different activitieskey inquiry questions', 'free space', 'government printing', 'students']}}"
440,"geographical,activity,classroom,space,different,question,student,place,data,classroom geographical,activity geographical,thereinterpretwhat,informationpose,information,various,informationrepresent,informationpresent,finding,tool,purposescontenthow,activitieskey,inquiry,free,government,printing,thereinterpretwhat activity,activity classroom,geographical informationpose,informationpose geographical,geographical question,question space,space student,student different,different classroom,classroom place,place activity,geographical information,information various,various activity,geographical data,data geographical,geographical informationrepresent,informationrepresent data,data classroom,geographical informationpresent,informationpresent finding,finding geographical,geographical tool,tool different,different purposescontenthow,purposescontenthow place,place space,space different,different activitieskey,activitieskey inquiry,inquiry question,question free,free space,space government,government printing,printing student",www.svhm.org.au_articledocuments_740_palliative-care-admission-sctt-referral-form.docx.aspx.doc,Unknown,Unknown,Wed Jan 13 22:48:51 2021,Thu Jan 14 09:38:05 2021,D:\Classification\StructureMe\StructureMe-master\Data\Unclassified\www.svhm.org.au_articledocuments_740_palliative-care-admission-sctt-referral-form.docx.aspx.doc,Unclassified,"{'text_contents': {'tags': ['there?interpretwhat other activities', 'other classrooms', 'geographical informationpose geographical questions', 'other spaces', 'other students', 'different classrooms', 'other places', 'activities', 'geographical information', 'various activities', 'geographical data', 'geographical informationrepresent data', 'classrooms', 'geographical informationpresent findings', 'geographical tools', 'different purposes?contenthow places', 'spaces', 'different activitieskey inquiry questions', 'free space', 'government printing', 'students']}}"
441,"geographical,activity,classroom,space,different,question,student,place,data,classroom geographical,activity geographical,thereinterpretwhat,informationpose,information,various,informationrepresent,informationpresent,finding,tool,purposescontenthow,activitieskey,inquiry,free,government,printing,thereinterpretwhat activity,activity classroom,geographical informationpose,informationpose geographical,geographical question,question space,space student,student different,different classroom,classroom place,place activity,geographical information,information various,various activity,geographical data,data geographical,geographical informationrepresent,informationrepresent data,data classroom,geographical informationpresent,informationpresent finding,finding geographical,geographical tool,tool different,different purposescontenthow,purposescontenthow place,place space,space different,different activitieskey,activitieskey inquiry,inquiry question,question free,free space,space government,government printing,printing student",www.svhm.org.au_articledocuments_740_psycho-oncology-referral-form-2016.doc.aspx.doc,Unknown,Unknown,Wed Jan 13 22:48:52 2021,Thu Jan 14 09:38:05 2021,D:\Classification\StructureMe\StructureMe-master\Data\Unclassified\www.svhm.org.au_articledocuments_740_psycho-oncology-referral-form-2016.doc.aspx.doc,Unclassified,"{'text_contents': {'tags': ['there?interpretwhat other activities', 'other classrooms', 'geographical informationpose geographical questions', 'other spaces', 'other students', 'different classrooms', 'other places', 'activities', 'geographical information', 'various activities', 'geographical data', 'geographical informationrepresent data', 'classrooms', 'geographical informationpresent findings', 'geographical tools', 'different purposes?contenthow places', 'spaces', 'different activitieskey inquiry questions', 'free space', 'government printing', 'students']}}"
442,"geographical,activity,classroom,space,different,question,student,place,data,classroom geographical,activity geographical,thereinterpretwhat,informationpose,information,various,informationrepresent,informationpresent,finding,tool,purposescontenthow,activitieskey,inquiry,free,government,printing,thereinterpretwhat activity,activity classroom,geographical informationpose,informationpose geographical,geographical question,question space,space student,student different,different classroom,classroom place,place activity,geographical information,information various,various activity,geographical data,data geographical,geographical informationrepresent,informationrepresent data,data classroom,geographical informationpresent,informationpresent finding,finding geographical,geographical tool,tool different,different purposescontenthow,purposescontenthow place,place space,space different,different activitieskey,activitieskey inquiry,inquiry question,question free,free space,space government,government printing,printing student",www.svhs.org.au_articledocuments_1541_1000th_heart_transplant.docx.aspx.doc,Unknown,Unknown,Wed Jan 13 22:48:52 2021,Thu Jan 14 09:38:05 2021,D:\Classification\StructureMe\StructureMe-master\Data\Unclassified\www.svhs.org.au_articledocuments_1541_1000th_heart_transplant.docx.aspx.doc,Unclassified,"{'text_contents': {'tags': ['there?interpretwhat other activities', 'other classrooms', 'geographical informationpose geographical questions', 'other spaces', 'other students', 'different classrooms', 'other places', 'activities', 'geographical information', 'various activities', 'geographical data', 'geographical informationrepresent data', 'classrooms', 'geographical informationpresent findings', 'geographical tools', 'different purposes?contenthow places', 'spaces', 'different activitieskey inquiry questions', 'free space', 'government printing', 'students']}}"
443,"pine,tree,rain,door,pine tree,majestic,human,flesh,droplet,eerie,shadow,darkness,puffy,pad,dark,moonby,caitlin,bartletti,coarse,hair,child,sharp,white,teeth,back,needle,anger,salt,empathy,safety,bedroom,fire,malice,majestic pine,tree pine,tree human,human flesh,flesh rain,rain droplet,droplet eerie,eerie shadow,shadow darkness,darkness puffy,puffy pad,pad dark,dark moonby,moonby caitlin,caitlin bartletti,bartletti rain,rain coarse,coarse hair,hair child,child sharp,sharp white,white teeth,teeth back,back door,door needle,needle anger,anger salt,salt empathy,empathy safety,safety bedroom,bedroom door,door fire,fire malice",www.usq.edu.au_-_media_usq_faculty-events_2018_02_get-writing-prize_child-of-the-dark-moon-by-caitlin-bartlett.ashx_la=en&hash=5b7b37de1387344065b0065d4f15d380.docx,Meghann McGee,Meghann McGee,2018-09-03 05:10:00,2018-09-03 05:10:00,D:\Classification\StructureMe\StructureMe-master\Data\Unclassified\www.usq.edu.au_-_media_usq_faculty-events_2018_02_get-writing-prize_child-of-the-dark-moon-by-caitlin-bartlett.ashx_la=en&hash=5b7b37de1387344065b0065d4f15d380.docx,Unclassified,"{'text_contents': {'tags': ['majestic pine trees', 'pine trees', 'human flesh', 'rain droplets', 'eerie shadows', 'darkness', 'puffy pads', 'the dark moonby caitlin bartletti', 'rain', 'coarse hair', 'child', 'sharp, white teeth', 'the back door', 'needles', 'anger', 'salt', 'empathy', 'safety', 'my bedroom door', 'fire', 'malice']}}"
444,"ofmud,river,departureby,abigail,thomassmoke,metal,crane,yellow,paintmotions,human,desperation,tarmac,brick,stone,hidden,whitecotton,dream,neverending,expanseof,grey,ocean,swanfeather,sky,greyblue,land,every,mortal,strugglevanishes,dark,nest,watermark,horizon,world,spidersweb,eye,abundance,ofmud river,river departureby,departureby abigail,abigail thomassmoke,thomassmoke metal,metal crane,crane yellow,yellow paintmotions,paintmotions human,human desperation,desperation tarmac,tarmac ofmud,ofmud brick,brick stone,stone hidden,hidden whitecotton,whitecotton dream,dream neverending,neverending expanseof,expanseof grey,grey ocean,ocean swanfeather,swanfeather sky,sky greyblue,greyblue land,land every,every mortal,mortal strugglevanishes,strugglevanishes dark,dark nest,nest watermark,watermark horizon,horizon world,world spidersweb,spidersweb eye,eye abundance",www.usq.edu.au_-_media_usq_faculty-events_2018_02_get-writing-prize_departure-by-abigail-thomas.ashx_la=en&hash=c7810e3f17f9571bd2b45ebe8428f4de.docx,Meghann McGee,Meghann McGee,2018-09-03 05:10:00,2018-09-03 05:11:00,D:\Classification\StructureMe\StructureMe-master\Data\Unclassified\www.usq.edu.au_-_media_usq_faculty-events_2018_02_get-writing-prize_departure-by-abigail-thomas.ashx_la=en&hash=c7810e3f17f9571bd2b45ebe8428f4de.docx,Unclassified,"{'text_contents': {'tags': ['ofmud rivers', 'departureby abigail thomassmoke', 'metal cranes', 'yellow paintmotions', 'human desperation', 'tarmac', 'ofmud', 'brick', 'stone', 'hidden', 'white-cotton dreams', 'a neverending expanseof grey ocean and swan-feather sky', 'the grey-blue land', 'every mortal strugglevanishes', 'its dark nest', 'the watermark', 'the horizon', 'the world', 'a spiders-web', 'its eyes', 'an abundance']}}"
445,"tree,root,tree root,entwinedby,imogen,ryankerrtangled,entwinedby imogen,imogen ryankerrtangled,tangled,scarlet,red,trickle,oldest,grey,wolf,life,pain,fern,sweet,air,butterfly,wing,girl,leaf,rich,chestnut,mossy,forest,floor,hand,wise,eagle,droplet,silence,ryankerrtangled tree,root tangled,tangled tree,root tree,root scarlet,scarlet red,red trickle,trickle oldest,oldest tree,tree grey,grey wolf,wolf tree,tree life,life tree,tree pain,pain fern,fern sweet,sweet air,air butterfly,butterfly wing,wing girl,girl leaf,leaf rich,rich chestnut,chestnut mossy,mossy forest,forest floor,floor hand,hand wise,wise eagle,eagle droplet,droplet silence,silence entwinedby",www.usq.edu.au_-_media_usq_faculty-events_2018_02_get-writing-prize_entwined-by-imogen-ryan-kerr.ashx_la=en&hash=20ec5c8594fd5f3513c13c4c346092c4.docx,Meghann McGee,Meghann McGee,2018-09-03 05:09:00,2018-09-03 05:18:00,D:\Classification\StructureMe\StructureMe-master\Data\Unclassified\www.usq.edu.au_-_media_usq_faculty-events_2018_02_get-writing-prize_entwined-by-imogen-ryan-kerr.ashx_la=en&hash=20ec5c8594fd5f3513c13c4c346092c4.docx,Unclassified,"{'text_contents': {'tags': ['entwinedby imogen ryan-kerrtangled tree roots', 'the tangled tree roots', 'the tree roots', 'scarlet red trickles', 'the oldest tree', 'grey wolf', 'a tree', 'life', 'the trees pain', 'ferns', 'sweet air', 'butterfly wings', 'the girl', 'leaves', 'rich chestnut', 'the mossy forest floor', 'hands', 'wise eagle', 'droplets', 'silence', 'entwinedby imogen ryan-kerrtangled']}}"
446,"night,saturday,love,white,vanilla,story,open,mic,little,ship,cream,soda,great,thundering,tremor,lightning,van,gogh,relaxed,normality,hipster,cafe,secluded,bar,bubble,intangible,thing,word,strange,observation,part,torrential,rain,saturday night,night love,love story,story open,open mic,mic night,night little,little white,white ship,ship night,night night,night vanilla,vanilla cream,cream soda,soda love,love great,great thundering,thundering tremor,tremor white,white lightning,lightning van,van gogh,gogh relaxed,relaxed normality,normality hipster,hipster cafe,cafe secluded,secluded bar,bar vanilla,vanilla bubble,bubble saturday,saturday intangible,intangible thing,thing word,word strange,strange observation,observation part,part torrential,torrential rain",www.usq.edu.au_-_media_usq_faculty-events_2018_02_get-writing-prize_esther-by-hannah-campbell.ashx_la=en&hash=891022f3a7a9581e03f03ba866984027.docx,Meghann McGee,Meghann McGee,2018-09-03 05:11:00,2018-09-03 05:12:00,D:\Classification\StructureMe\StructureMe-master\Data\Unclassified\www.usq.edu.au_-_media_usq_faculty-events_2018_02_get-writing-prize_esther-by-hannah-campbell.ashx_la=en&hash=891022f3a7a9581e03f03ba866984027.docx,Unclassified,"{'text_contents': {'tags': ['saturday night', 'love stories', 'open mic nights', 'little white ships', 'nights', 'most nights', 'vanilla cream soda', 'love', 'great thundering tremors', 'white lightning', 'van gogh', 'relaxed normality', 'hipster cafes', 'secluded bars', 'vanilla bubbles', 'saturday', 'intangible things', 'words', 'strange observations', 'part', 'torrential rain']}}"
447,"meana,person,mindsa,reckoningthe,beckoninga,life,wise,bindsthe,voiceless,scream,heartless,body,wealtha,way,society,forgets,word,blind,eye,clueless,shownthe,eyesthe,boundless,possibility,cruel,crimeless,skiesa,joyful,betweenthe,single,finger,resistance,unforgivingbut,hungry,mouth,life meana,meana wise,wise person,person bindsthe,bindsthe voiceless,voiceless scream,scream heartless,heartless mindsa,mindsa body,body wealtha,wealtha way,way society,society forgets,forgets word,word reckoningthe,reckoningthe beckoninga,beckoninga mindsa,mindsa blind,blind eye,eye clueless,clueless shownthe,shownthe eyesthe,eyesthe boundless,boundless possibility,possibility cruel,cruel reckoningthe,reckoningthe crimeless,crimeless skiesa,skiesa joyful,joyful person,person meana,meana betweenthe,betweenthe single,single finger,finger beckoninga,beckoninga resistance,resistance unforgivingbut,unforgivingbut hungry,hungry mouth",www.usq.edu.au_-_media_usq_faculty-events_2018_02_get-writing-prize_secondpoem--acutedocx.ashx_la=en&hash=a1171d5ab2f0c07b818cf2bd52be5cfc.docx,Joshua Nutter,Joshua Nutter,2017-01-02 12:23:00,2017-01-02 15:11:00,D:\Classification\StructureMe\StructureMe-master\Data\Unclassified\www.usq.edu.au_-_media_usq_faculty-events_2018_02_get-writing-prize_secondpoem--acutedocx.ashx_la=en&hash=a1171d5ab2f0c07b818cf2bd52be5cfc.docx,Unclassified,"{'text_contents': {'tags': ['life', 'mean;a wise person', 'binds;the voiceless scream', 'heartless minds;a body', 'wealth;a way', 'society forgets', 'words', 'reckoning;the', 'beckoning;a', 'minds;a', 'blind eye', 'clueless', 'shown;the', 'their eyes;the boundless possibilities', 'its cruel reckoning;the crimeless', 'the skies;a joyful person', 'mean;a', 'between;the', 'the single fingers beckoning;a resistance', 'unforgiving;but', 'a hungry mouth']}}"
448,"stolennow,glowingtiptoe,hereno,whiteslipping,unseenspreading,fear,puritythe,blanket,nightnew,sheetof,soft,white,snowglistening,sly,dark,bluetaking,stainedby,one,small,deedturning,presenceunlike,ownlosing,stainedpure,stolennow glowingtiptoe,glowingtiptoe hereno,hereno whiteslipping,whiteslipping unseenspreading,unseenspreading fear,fear puritythe,puritythe blanket,blanket nightnew,nightnew sheetof,sheetof soft,soft white,white snowglistening,snowglistening sly,sly dark,dark bluetaking,bluetaking stainedby,stainedby one,one small,small deedturning,deedturning presenceunlike,presenceunlike ownlosing,ownlosing stainedpure",www.usq.edu.au_-_media_usq_faculty-events_2018_02_get-writing-prize_secondpoem--staineddocx.ashx_la=en&hash=617205f8c95153332c3c88f2fa323e0b.docx,chelsea livingston,chelsea livingston,2017-03-28 06:44:00,2017-05-10 09:28:00,D:\Classification\StructureMe\StructureMe-master\Data\Unclassified\www.usq.edu.au_-_media_usq_faculty-events_2018_02_get-writing-prize_secondpoem--staineddocx.ashx_la=en&hash=617205f8c95153332c3c88f2fa323e0b.docx,Unclassified,"{'text_contents': {'tags': ['stolennow', 'glowingtiptoe', 'hereno', 'whiteslipping', 'unseenspreading', 'fear', 'the puritythe blanket', 'nightnew', 'a sheetof soft white snowglistening', 'a sly dark bluetaking', 'stainedby one small deedturning', 'a presenceunlike', 'her ownlosing', 'stainedpure', 'her']}}"
449,"autumn,orange,hair,leaf,orange hair,said,cried,saffron,name,soft,ground,pink,sunset,pool,water,time,towering,tree,winter,rectangular,glass,melted,chocolate,old,man,farewell,striking,brown,rainfall,week,said autumn,autumn autumn,autumn cried,cried autumn,autumn orange,hair saffron,saffron leaf,leaf name,name leaf,leaf soft,soft ground,ground pink,pink sunset,sunset pool,pool water,water time,time towering,towering tree,tree winter,winter rectangular,rectangular glass,glass melted,melted chocolate,chocolate old,old man,man farewell,farewell striking,striking orange,hair brown,brown rainfall,rainfall week",www.usq.edu.au_-_media_usq_faculty-events_2018_02_get-writing-prize_secondshort-story--autumndocx.ashx_la=en&hash=e148433e845d02df96dfae5e80593c1c.docx,Areeba Ahmed,Areeba Ahmed,2017-05-12 10:12:00,2017-05-12 10:12:00,D:\Classification\StructureMe\StructureMe-master\Data\Unclassified\www.usq.edu.au_-_media_usq_faculty-events_2018_02_get-writing-prize_secondshort-story--autumndocx.ashx_la=en&hash=e148433e845d02df96dfae5e80593c1c.docx,Unclassified,"{'text_contents': {'tags': ['said autumn', 'autumn', 'cried autumn', 'orange hair', 'saffron leaves', 'names', 'leaves', 'soft ground', 'pink sunsets', 'pool water', 'time', 'towering trees', 'winter', 'rectangular glasses', 'melted chocolate', 'the old man', 'farewell', 'her striking orange hair', 'browns', 'rainfall', 'weeks']}}"
450,"hair,air,forest,step,stray,tall,shadow,force,tear,cricket,cool,night,nightdress,floor,pine,one,slow,forward,strength,race,foot,mud,two,scratch,comfort,sweat,loose,smoke,stray hair,hair tall,tall shadow,shadow force,force tear,tear air,air cricket,cricket cool,cool night,night air,air nightdress,nightdress forest,forest floor,floor pine,pine one,one slow,slow step,step forward,forward strength,strength race,race foot,foot mud,mud two,two step,step scratch,scratch forest,forest comfort,comfort sweat,sweat loose,loose hair,hair smoke",www.usq.edu.au_-_media_usq_faculty-events_2018_02_get-writing-prize_secondshort-story--the-freeing-woodsdocx.ashx_la=en&hash=b596ef0cbcd862222f101ad194f7fac9.docx,"SIMPSON, Naomi","SIMPSON, Naomi",2017-03-27 06:29:00,2017-03-29 04:17:00,D:\Classification\StructureMe\StructureMe-master\Data\Unclassified\www.usq.edu.au_-_media_usq_faculty-events_2018_02_get-writing-prize_secondshort-story--the-freeing-woodsdocx.ashx_la=en&hash=b596ef0cbcd862222f101ad194f7fac9.docx,Unclassified,"{'text_contents': {'tags': ['stray hairs', 'tall shadows', 'such force tears', 'air', 'crickets', 'the cool night air', 'nightdress', 'the forest floor', 'pine', 'one slow step forwards', 'strength', 'race', 'my feet', 'mud', 'two more steps', 'scratches', 'the forest', 'comfort', 'sweat', 'my loose hair', 'smoke']}}"
451,"ivan,usual,nikiforovich,ivanovichs,ivan nikiforovich,ivan ivanovichs,ivanovich,unimportant,pest,great,displeasure,eye,unwashed,dish,wild,game,special,occasion,work,day,tomorrow,hunting,mist,bed,supper,vodka,preparation,spot,night,ivan ivanovich,ivanovich ivan,ivan ivan,nikiforovich unimportant,unimportant pest,pest ivan,nikiforovich ivan,ivanovichs great,great displeasure,displeasure ivan,ivanovichs eye,eye unwashed,unwashed dish,dish wild,wild game,game special,special occasion,occasion work,work day,day tomorrow,tomorrow hunting,hunting mist,mist usual,usual bed,bed usual,usual supper,supper vodka,vodka preparation,preparation usual,usual spot,spot night",www.usq.edu.au_-_media_usq_faculty-events_2018_02_get-writing-prize_short-story--the-vodkadocx.ashx_la=en&hash=18ddb4bddc5b1d9a001067a014d374a3.docx,Microsoft Office User,Microsoft Office User,2017-04-11 06:50:00,2017-05-10 11:17:00,D:\Classification\StructureMe\StructureMe-master\Data\Unclassified\www.usq.edu.au_-_media_usq_faculty-events_2018_02_get-writing-prize_short-story--the-vodkadocx.ashx_la=en&hash=18ddb4bddc5b1d9a001067a014d374a3.docx,Unclassified,"{'text_contents': {'tags': ['ivan ivanovich', 'ivan', 'ivan nikiforovich', 'unimportant pest ivan nikiforovich', 'ivan ivanovichs great displeasure', 'ivan ivanovichs eye', 'unwashed dishes', 'wild game', 'special occasions', 'work', 'most days', 'tomorrow', 'hunting', 'mist', 'his usual bed', 'his usual supper', 'vodka', 'preparation', 'his usual spot', 'b---', 'night']}}"
452,"river,spirit,night,hayden,galvinthe,life,water,money,tribe,sky,goanna,black,eternity,hayden galvinthe,galvinthe river,river life,life water,water spirit,spirit river,river river,river spirit,spirit money,money tribe,tribe night,night sky,sky night,night goanna,goanna black,black eternity",www.usq.edu.au_-_media_usq_faculty-events_2018_02_get-writing-prize_the-rivers-spirit-by-hayden-galvin.ashx_la=en&hash=0f33c02fa36b9267bae28e5fcbfbc890.docx,Meghann McGee,Meghann McGee,2018-09-03 05:08:00,2018-09-03 05:09:00,D:\Classification\StructureMe\StructureMe-master\Data\Unclassified\www.usq.edu.au_-_media_usq_faculty-events_2018_02_get-writing-prize_the-rivers-spirit-by-hayden-galvin.ashx_la=en&hash=0f33c02fa36b9267bae28e5fcbfbc890.docx,Unclassified,"{'text_contents': {'tags': ['hayden galvinthe river', 'life', 'water', 'spirit', 'the river', 'the rivers spirit', 'money', 'the tribe', 'the night sky', 'the night', 'goanna', 'black', 'eternity', 'they']}}"
453,"fresh,mewett,string,tear,face,mr,glazed,eye,bright,frown,line,body,finish,reckless,intoxication,icy,water,age,rain,bad,humour,people,summer,life,winter,sign,bible,fresh face,face mr,mr mewett,mewett glazed,glazed eye,eye bright,bright string,string frown,frown line,line fresh,fresh body,body string,string finish,finish tear,tear reckless,reckless intoxication,intoxication icy,icy water,water mewett,mewett age,age rain,rain bad,bad humour,humour people,people tear,tear summer,summer life,life winter,winter sign,sign bible",www.usq.edu.au_-_media_usq_faculty-events_2018_02_get-writing-prize_the-summers-die-by-eve-simbert.ashx_la=en&hash=9c454e1084857228ae85522bcbe12a9e.docx,Meghann McGee,Meghann McGee,2018-09-03 05:12:00,2018-09-03 05:13:00,D:\Classification\StructureMe\StructureMe-master\Data\Unclassified\www.usq.edu.au_-_media_usq_faculty-events_2018_02_get-writing-prize_the-summers-die-by-eve-simbert.ashx_la=en&hash=9c454e1084857228ae85522bcbe12a9e.docx,Unclassified,"{'text_contents': {'tags': ['fresh face', 'mrs mewett', 'glazed eyes', 'bright string', 'frown lines', 'fresh body', 'string finish', 'more tears', 'reckless intoxication', 'icy water', 'mewett', 'age', 'rain', 'bad humour', 'most people', 'tears', 'summer', 'life', 'winter', 'signs', 'bible']}}"
454,"breath,jaimee,goadthere,little,fear,war,jaimee goadthere,enemy,line,deep,thing,voice,many,tear,body,mind,chest,within,jitter,eye,churning,stomach,pounding,panic,ear,breath enemy,enemy line,line jaimee,goadthere little,little fear,fear deep,deep breath,breath thing,thing little,little voice,voice many,many tear,tear body,body mind,mind fear,fear war,war chest,chest war,war within,within jaimee,goadthere jitter,jitter eye,eye churning,churning stomach,stomach pounding,pounding panic,panic ear",www.usq.edu.au_-_media_usq_faculty-events_2018_02_get-writing-prize_the-war-within-by-jaimee-goad.ashx_la=en&hash=83f0f4aee3b72d18b03981188fc6bce2.docx,Meghann McGee,Meghann McGee,2018-09-03 05:04:00,2018-09-03 05:08:00,D:\Classification\StructureMe\StructureMe-master\Data\Unclassified\www.usq.edu.au_-_media_usq_faculty-events_2018_02_get-writing-prize_the-war-within-by-jaimee-goad.ashx_la=en&hash=83f0f4aee3b72d18b03981188fc6bce2.docx,Unclassified,"{'text_contents': {'tags': ['breath', 'enemy lines', 'jaimee goadthere', 'their own little fears', 'a deep breath', 'things', 'the little voice', 'so many tears', 'my body', 'my mind', 'the fear', 'a war', 'my chest', 'the war within by jaimee goadthere', 'the jitters', 'my eyes', 'the churning', 'my stomach', 'the pounding', 'a panic', 'my ears']}}"
